,portfolio
2022-04-13,-0.017340382490745453
2022-04-14,0.01924381282781735
2022-04-15,0.00019865819801143298
2022-04-18,0.021089084369851005
2022-04-19,-0.008196143050899378
2022-04-20,-0.021641010647901887
2022-04-21,-0.03275892674000953
2022-04-22,-0.003805109557287111
2022-04-25,-0.060980241961740796
2022-04-26,-0.02431660520572363
2022-04-27,0.07136807765964724
2022-04-28,0.008966079534906775
2022-04-29,0.0443790451924385
2022-05-05,0.0007846509527594658
2022-05-06,-0.0275008775525894
2022-05-09,0.00024031143791199247
2022-05-10,0.02618960121624481
2022-05-11,0.02721860546145031
2022-05-12,-0.006943975580198308
2022-05-13,0.01088738342777389
2022-05-16,-0.0006818832937778403
2022-05-17,0.025936468671566546
2022-05-18,-1.2056532389818951e-06
2022-05-19,0.01862364369252579
2022-05-20,0.01960427193031543
2022-05-23,0.006819784905520689
2022-05-24,-0.038686716188860534
2022-05-25,0.010305828454819345
2022-05-26,0.006934367674828667
2022-05-27,0.0003194822276890313
2022-05-30,0.015696806777148624
2022-05-31,0.021575071064361764
2022-06-01,0.0068607816953268315
2022-06-02,0.013764181188776939
2022-06-06,0.03423910503736481
2022-06-07,-0.011392195931251438
2022-06-08,0.009697099588698445
2022-06-09,-0.011554357871017638
2022-06-10,0.03166215262329768
2022-06-13,0.005408845742364706
2022-06-14,0.00245585430759973
2022-06-15,-0.007988940015244157
2022-06-16,0.0023190977710607964
2022-06-17,0.017669678427872235
2022-06-20,-0.001561732246999019
2022-06-21,-0.009639490823530482
2022-06-22,-0.018449028253154507
2022-06-23,0.019995413098206558
2022-06-24,0.017831370325523725
2022-06-27,0.005083871942415489
2022-06-28,0.015279468658161485
2022-06-29,-0.036535736404438655
2022-06-30,0.01593701722730625
2022-07-01,0.0024095063242064343
2022-07-04,0.012236249159516287
2022-07-05,0.0027685869052031923
2022-07-06,-0.007208045948152072
2022-07-07,0.014616125660413336
2022-07-08,-0.008221446171585765
2022-07-11,-0.02377084322321622
2022-07-12,-0.010008888326911183
2022-07-13,0.01034855414352961
2022-07-14,0.0185959831692199
2022-07-15,-0.006429438523853245
2022-07-18,0.012168142451619185
2022-07-19,-0.0024962498688217137
2022-07-20,0.006868788548330662
2022-07-21,-0.010608955529973065
2022-07-22,-0.002319024056385525
2022-07-25,-0.017463353835410172
2022-07-26,0.00932631243262279
2022-07-27,0.0012258877846381287
2022-07-28,0.00488538082735782
2022-07-29,-0.004951166779252846
2022-08-01,0.015327686042114578
2022-08-02,-0.020143020734302304
2022-08-03,-0.0104286019780776
2022-08-04,0.008077081965530551
2022-08-05,0.01702433043551673
2022-08-08,0.0051583393772267365
2022-08-09,0.009150571315959645
2022-08-10,-0.0076670308340349115
2022-08-11,0.024003162948702885
2022-08-12,-0.00765218690000074
2022-08-15,0.023711225121503702
2022-08-16,-0.0052923593416164625
2022-08-17,0.004066868692661886
2022-08-18,0.0008072285540293386
2022-08-19,-0.020587883862320727
2022-08-22,0.01785033330735682
2022-08-23,0.0008528298000494702
2022-08-24,-0.035224961380437216
2022-08-25,-0.0008582227269784567
2022-08-26,-0.005367758051185458
2022-08-29,0.0027389399302358026
2022-08-30,-0.010704915645306646
2022-08-31,-0.024387493234011768
2022-09-01,-0.011023495210801489
2022-09-02,0.008279931620665402
2022-09-05,0.007116111592857468
2022-09-06,0.0284704559665325
2022-09-07,0.017430397910082364
2022-09-08,-0.010948621800673854
2022-09-09,0.004620465412063807
2022-09-13,-0.005065570449092182
2022-09-14,-0.015255804324230182
2022-09-15,-0.03359708114455476
2022-09-16,-0.024884987943495637
2022-09-19,0.0077518264835557335
2022-09-20,0.011653461153313801
2022-09-21,-0.005905941226271756
2022-09-22,-0.001875529648514577
2022-09-23,-0.01704312367354098
2022-09-26,-0.0004427345230679302
2022-09-27,0.0063327674907562425
2022-09-28,-0.03433684458403448
2022-09-29,0.010256723662532974
2022-09-30,-0.019670714136493597
2022-10-10,-0.03172005309005808
2022-10-11,0.018616370080091742
2022-10-12,0.026214270564622024
2022-10-13,-0.008169948972304317
2022-10-14,0.025446537294197956
2022-10-17,-0.0013345595010880915
2022-10-18,0.004403233409796166
2022-10-19,-0.007943323127516604
2022-10-20,-0.009016041054478643
2022-10-21,-0.0012061291730339175
2022-10-24,-0.017063151511326282
2022-10-25,0.0003840171070372494
2022-10-26,0.013605853630221851
2022-10-27,-0.009025855296351453
2022-10-28,-0.03706539248545698
2022-10-31,-0.0035273447587994325
2022-11-01,0.032312870289216165
2022-11-02,0.018150050318902308
2022-11-03,0.004189403554377139
2022-11-04,0.039296332626883416
2022-11-07,0.0038474904173592672
2022-11-08,-0.00740286718407133
2022-11-09,-0.015635093443029935
2022-11-10,-0.020739999013200304
2022-11-11,0.012662559436755354
2022-11-14,-0.01336331409720132
2022-11-15,0.024712248438176442
2022-11-16,-0.01043957046945417
2022-11-17,-0.010743615397043679
2022-11-18,-0.00577250566146385
2022-11-21,0.0035744247707034287
2022-11-22,-0.01130657376099438
2022-11-23,0.005362216651751527
2022-11-24,0.0021760943993661824
2022-11-25,-0.015385063895760751
2022-11-28,-0.009967752676477332
2022-11-29,0.01131551297414956
2022-11-30,0.0016329535530863102
2022-12-01,0.00766008345712894
2022-12-02,-0.009674286806807299
2022-12-05,0.005573495397027079
2022-12-06,0.0038401212707899223
2022-12-07,-0.002121430191910031
2022-12-08,-0.0014071668144677563
2022-12-09,-0.0006089433613082452
2022-12-12,-0.003313003848841608
2022-12-13,-0.014864920110368041
2022-12-14,-0.00374638455521397
2022-12-15,0.014430319985439734
2022-12-16,-0.013489482886576917
2022-12-19,-0.00852069949327836
2022-12-20,-0.005327512459758717
2022-12-21,-0.009880486366294794
2022-12-22,-0.01640779240759613
2022-12-23,-0.008567976747452456
2022-12-26,0.03131484709668556
2022-12-27,0.009146678990519883
2022-12-28,-0.008401354986773867
2022-12-29,-0.003405144424597272
2022-12-30,-0.003186483046064858
2023-01-03,0.024911434121805257
2023-01-04,-0.01993094441179726
2023-01-05,0.020436087609216926
2023-01-06,0.015762148139101817
2023-01-09,0.007829824573560705
2023-01-10,0.003237889343910975
2023-01-11,-0.009798174874737721
2023-01-12,0.00475588799284183
2023-01-13,-0.0006735895958017602
2023-01-16,0.009391866083032913
2023-01-17,0.0019163546916955575
2023-01-18,0.005182306166749733
2023-01-19,9.426157947569616e-05
2023-01-20,0.013488005087027017
2023-01-30,0.00901656221726035
2023-01-31,-0.0006515041265060194
2023-02-01,0.014259246677943043
2023-02-02,0.0028799703053481156
2023-02-03,-0.004686690055822076
2023-02-06,-0.004495191169412712
2023-02-07,0.0036403141425866907
2023-02-08,-0.005621292743431501
2023-02-09,0.020688301698676977
2023-02-10,-0.0014983333579490737
2023-02-13,0.006676438198582735
2023-02-14,0.0013646369286260097
2023-02-15,-0.0008785705607768255
2023-02-16,-0.021880577321146805
2023-02-17,-0.01612290485234508
2023-02-20,0.013448286802442767
2023-02-21,0.00702466147906297
2023-02-22,-0.0052594934636982504
2023-02-23,0.0020526510163438394
2023-02-24,-0.0042785816960762444
2023-02-27,-0.0019093374644775043
2023-02-28,0.009257819058138599
2023-03-01,0.006630500728666968
2023-03-02,-0.0023103273275045066
2023-03-03,0.001032778777107811
2023-03-06,0.0029190334835138628
2023-03-07,-0.01731116949796397
2023-03-08,0.001097930057163432
2023-03-09,0.00010479339621885335
2023-03-10,-0.016017007887357694
2023-03-13,0.005538952434131664
2023-03-14,-0.006782726551733887
2023-03-15,0.0023633042646300654
2023-03-16,-0.024617788407463682
2023-03-17,0.009108384006700535
2023-03-20,0.01639252219571295
2023-03-21,0.01382579274674101
2023-03-22,0.01112586956170448
2023-03-23,0.012685421159093168
2023-03-24,0.003426797488734434
2023-03-27,0.0028756698444260724
2023-03-28,-0.011688438676342488
2023-03-29,0.0031887319750584556
2023-03-30,0.0028517807653335374
2023-03-31,0.006868181185234442
2023-04-03,0.020269158482785432
2023-04-04,-0.0047018487256531806
2023-04-06,0.00931685636279375
2023-04-07,0.00611776042854041
2023-04-10,-0.003286601065532191
2023-04-11,0.002403774546792958
2023-04-12,-0.0009723815779960952
2023-04-13,-0.014099348892931369
2023-04-14,0.016853419332326834
2023-04-17,0.004755332525541405
2023-04-18,0.009515697970383777
2023-04-19,-0.009823492971422175
2023-04-20,0.004010890260585468
2023-04-21,-0.03091013626438471
2023-04-24,-0.010627215154132778
2023-04-25,-0.029510508346872043
2023-04-26,0.014544772458682588
2023-04-27,-0.007541586549765438
2023-04-28,0.007926976011986067
2023-05-04,-0.01083044829136785
2023-05-05,-0.016223501231174997
2023-05-08,0.004616063731307277
2023-05-09,-0.008444078894683026
2023-05-10,0.005339420922346908
2023-05-11,0.007281223006823805
2023-05-12,-0.017389933382413816
2023-05-15,0.0223756149395776
2023-05-16,-0.0030070551366355837
2023-05-17,0.002015880472338486
2023-05-18,0.009128043503932379
2023-05-19,-0.010601932092709413
2023-05-22,-0.0008104818376290137
2023-05-23,-0.01313062173133441
2023-05-24,0.0024523759175043786
2023-05-25,0.011149787838716813
2023-05-26,-0.002740832213362578
2023-05-29,-0.003728640342330803
2023-05-30,0.00846168765752655
2023-05-31,-0.001668394651383048
2023-06-01,-0.002439038850927678
2023-06-02,0.013572691419401189
2023-06-05,-0.0013192995311818762
2023-06-06,-0.015756750616593554
2023-06-07,-0.009514727392294652
2023-06-08,-0.002469312539184627
2023-06-09,0.01945913532418379
2023-06-12,0.01038679548752318
2023-06-13,0.011087598637190148
2023-06-14,0.001461230865785345
2023-06-15,0.021913145561135376
2023-06-16,0.012340210534015107
2023-06-19,0.01061544324093823
2023-06-20,0.002760630026111829
2023-06-21,-0.03168430143392703
2023-06-26,-0.011953630310359776
2023-06-27,0.006365095438376751
2023-06-28,-0.003159972842637123
2023-06-29,-0.001982742677369817
2023-06-30,0.012959821186234136
2023-07-03,0.007666297780880513
2023-07-04,0.009031602434018493
2023-07-05,-0.0062948221908193675
2023-07-06,-0.002340252334150191
2023-07-07,-0.010879424656418467
2023-07-10,0.007708092143217745
2023-07-11,0.01206104262492039
2023-07-12,-0.012177494068865233
2023-07-13,0.016983763512311185
2023-07-14,-0.0005271943829122611
2023-07-17,-0.004218218688765268
2023-07-18,-0.005879553020068617
2023-07-19,-0.005847695114598768
2023-07-20,-0.0153721349084499
2023-07-21,-0.006411141954043001
2023-07-24,-0.005411269405234356
2023-07-25,0.017838314512986727
2023-07-26,-0.003394724598363464
2023-07-27,-0.008080182914338431
2023-07-28,0.010700397196297872
2023-07-31,0.0128434512875297
2023-08-01,0.0027847530699160053
2023-08-02,-0.007270725197626205
2023-08-03,0.0020106788388938646
2023-08-04,0.010392507178671751
2023-08-07,-0.003223338610438457
2023-08-08,-0.004640451957436564
2023-08-09,-0.01091405561353156
2023-08-10,0.0011974251110810226
2023-08-11,-0.017532422875781557
2023-08-14,-0.0038802706279060786
2023-08-15,-0.011600313862954296
2023-08-16,-0.0157127527314383
2023-08-17,0.004180313763198407
2023-08-18,-0.022086997919194627
2023-08-21,-0.012184578463751013
2023-08-22,0.01035333075742006
2023-08-23,-0.025037661219826323
2023-08-24,0.007886737137515793
2023-08-25,-0.018184270739972717
2023-08-28,0.010787115259701965
2023-08-29,0.022879355035428352
2023-08-30,0.007194465425721108
2023-08-31,-0.005746824902009129
2023-09-01,0.0011395239919577064
2023-09-04,0.01813574432430463
2023-09-05,-0.003628096672236976
2023-09-06,-0.0018630549159043383
2023-09-07,-0.021514797087973474
2023-09-08,-0.005310067196407805
2023-09-11,0.014694876552955182
2023-09-12,0.002477618511075223
2023-09-13,-0.01494832322475233
2023-09-14,-0.0011862186534500516
2023-09-15,-0.006301047346158096
2023-09-18,0.0051362806665605125
2023-09-19,-0.0022190037111449843
2023-09-20,-0.007768345012076664
2023-09-21,-0.00706473524751545
2023-09-22,0.024848199306540416
2023-09-25,-0.0042635879982767366
2023-09-26,-0.004447081517582138
2023-09-27,0.013359560272499302
2023-09-28,0.008828720270453163
2023-10-09,0.004342088813773981
2023-10-10,-0.004308266496104358
2023-10-11,-0.00016107111660031582
2023-10-12,0.013405519983510625
2023-10-13,-0.012651346406016405
2023-10-16,-0.012155461902585676
2023-10-17,0.002717197109016041
2023-10-18,-0.01109807302648051
2023-10-19,-0.01860271571778771
2023-10-20,-0.001941728190478235
2023-10-23,-0.017360804299988743
2023-10-24,0.009297050159746075
2023-10-25,-0.00494631934821247
2023-10-26,0.0013183152323399498
2023-10-27,0.021471442953279223
2023-10-30,0.010849512009011755
2023-10-31,-0.009187251713580976
2023-11-01,-0.006204964472338079
2023-11-02,-0.007465309358254673
2023-11-03,0.016414685585833838
2023-11-06,0.02535466471497333
2023-11-07,0.0039068005411774034
2023-11-08,-1.4325930738075894e-05
2023-11-09,0.005641920986517259
2023-11-10,-0.007368692729964002
2023-11-13,0.002107262089047172
2023-11-14,-0.001997426790698949
2023-11-15,0.009463448890322934
2023-11-16,-0.016790168942994035
2023-11-17,0.008714022563423322
2023-11-20,-0.0028607914183685903
2023-11-21,-0.005193570293529995
2023-11-22,-0.01974111328268537
2023-11-23,0.010081425227295769
2023-11-24,-0.015281727918758438
2023-11-27,-0.0005898856881389095
2023-11-28,0.0022085820066140537
2023-11-29,-0.010118594146188634
2023-11-30,-0.0006542286367489065
2023-12-01,0.004977775274246301
2023-12-04,-0.0051899870203905496
2023-12-05,-0.015670700132042175
2023-12-06,0.011692125790890183
2023-12-07,0.0033031156981495726
2023-12-08,0.011796047109560141
2023-12-11,0.00893268797080556
2023-12-12,-0.003331207961866996
2023-12-13,-0.012838330837012527
2023-12-14,-0.0028882358365811102
2023-12-15,-0.0049706834312538304
2023-12-18,-0.009039273915678584
2023-12-19,0.004380335345193756
2023-12-20,-0.0157413731420128
2023-12-21,0.013689265459413168
2023-12-22,0.0019433769786982164
2023-12-25,0.007006333408649913
2023-12-26,-0.007643919223483933
2023-12-27,-0.001467585129042629
2023-12-28,0.026504297730812098
2023-12-29,0.01035823350441367
2024-01-02,-0.009791011946854543
2024-01-03,-0.0019237965640952967
2024-01-04,-0.011695968218871325
2024-01-05,-0.013291328777290962
2024-01-08,-0.012131446211718421
2024-01-09,0.0022953607419049504
2024-01-10,-0.004473386575301635
2024-01-11,0.015279591929305694
2024-01-12,-0.0053537263960650025
2024-01-15,-0.0016641641395338165
2024-01-16,0.010392154383960326
2024-01-17,-0.021961535502519527
2024-01-18,0.02289959477968372
2024-01-19,-0.008815714257053518
2024-01-22,-0.02406518529689663
2024-01-23,0.013212730648012165
2024-01-24,0.004450561485749512
2024-01-25,0.019244138236234432
2024-01-26,-0.01887279863965556
2024-01-29,-0.03349337701041312
2024-01-30,-0.017225961603967676
2024-01-31,-0.01370492912075239
2024-02-01,0.008337121953538073
2024-02-02,-0.021465052036627717
2024-02-05,-0.010533963194503785
2024-02-06,0.05953788172434655
2024-02-07,0.017149142245046427
2024-02-08,0.01705902376959817
2024-02-19,0.022903594494495496
2024-02-20,-0.002086288618374763
2024-02-21,0.0033431980893952754
2024-02-22,0.011497867718010153
2024-02-23,0.011256869170773611
2024-02-26,-0.0020658218418171306
2024-02-27,0.0248753138011755
2024-02-28,-0.025237767990846083
2024-02-29,0.039334293350641106
2024-03-01,0.014888067399330171
2024-03-04,0.01131131775268455
2024-03-05,-0.0088304589132478
2024-03-06,0.007644281116034197
2024-03-07,-0.01653671014275943
2024-03-08,0.01731770103937026
2024-03-11,0.01786794151724677
2024-03-12,-0.006551164035083236
2024-03-13,-0.0005582653987388959
2024-03-14,-0.003388786297578286
2024-03-15,0.01220183752983648
2024-03-18,0.023764883447071096
2024-03-19,-0.011540628371771212
2024-03-20,0.0028823084543381896
2024-03-21,-0.0046825329892376125
2024-03-22,-0.00822149964324218
2024-03-25,-0.015483810464450838
2024-03-26,0.006496745378835352
2024-03-27,-0.024969884160016068
2024-03-28,0.012580510531758638
2024-03-29,0.0038432462363547737
2024-04-01,0.017594901157936528
2024-04-02,-0.0022192775371704986
2024-04-03,-0.010006460577188556
2024-04-08,-0.008798439513814992
2024-04-09,0.008650491392397321
2024-04-10,-0.01695232495806468
2024-04-11,0.006714420663332736
2024-04-12,0.0022526723902023447
2024-04-15,0.010996062767642905
2024-04-16,-0.02822946133662341
2024-04-17,0.029885065711810294
2024-04-18,-0.004328555253263061
2024-04-19,-0.014290345403319237
2024-04-22,-0.015436423097200693
2024-04-23,-0.006987101702317601
2024-04-24,0.007672891701011986
2024-04-25,0.00027851339497978074
2024-04-26,0.018151915248936966
2024-04-29,0.02357262995375733
2024-04-30,-0.013505408932998383
2024-05-06,0.018285527856751596
2024-05-07,0.0014144155789983144
2024-05-08,-0.011556278845161742
2024-05-09,0.014505354615394775
2024-05-10,-0.005817605578226146
2024-05-13,0.00825918431133862
2024-05-14,-0.0023505320197410844
2024-05-15,-0.008508777103198166
2024-05-16,0.0021563915001486687
2024-05-17,0.007644922044545818
2024-05-20,0.007368177434164747
2024-05-21,-0.0056395011180788044
2024-05-22,0.004548161250199149
2024-05-23,-0.015180590947817369
2024-05-24,-0.009967260429931006
2024-05-27,0.015546985418163463
2024-05-28,-0.009163566328576215
2024-05-29,0.010405643469823275
2024-05-30,0.0019590459331265348
2024-05-31,-0.007540107438972251
2024-06-03,0.012782109157140035
2024-06-04,0.011841427228905715
2024-06-05,-0.013134846962344201
2024-06-06,-0.0006332088798253759
2024-06-07,-0.01238173139292264
2024-06-11,-0.0002260874310491083
2024-06-12,0.004606482361361313
2024-06-13,0.0008464736221094603
2024-06-14,0.011478114594528662
2024-06-17,0.016351967161674447
2024-06-18,0.011202351613929004
2024-06-19,-0.009727923263994244
2024-06-20,-0.011144853149629177
2024-06-21,-0.0014165634752966799
2024-06-24,-0.013452934625497586
2024-06-25,-0.015335156583340554
2024-06-26,0.016252815892147235
2024-06-27,-0.01715991750407639
2024-06-28,0.013760718267336797
